Index,ImageType,Year,Coder1,Coder2,Consistency,BinSize,Position,XCoord,YCoord
359,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,25,6
360,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,26,6
361,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,27,6
362,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,28,6
363,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,29,6
364,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,30,6
365,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,31,6
366,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,32,6
367,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,33,6
368,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,34,6
369,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,35,6
370,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,36,6
371,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,37,6
372,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,38,6
373,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,39,6
374,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,40,6
375,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,41,6
376,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,42,6
377,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,43,6
378,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,44,6
379,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,45,6
380,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,46,6
381,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,47,6
382,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,48,6
383,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,49,6
384,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,50,6
385,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,51,6
386,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,52,6
387,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,53,6
388,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,54,6
389,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,55,6
390,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,56,6
391,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,57,6
392,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,58,6
393,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,59,6
394,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,60,6
395,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,61,6
396,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,62,6
397,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,63,6
398,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,64,6
399,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,65,6
400,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,66,6
401,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,67,6
402,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,1,7
403,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,2,7
404,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,3,7
405,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,4,7
406,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,5,7
407,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,6,7
408,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,7,7
409,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,8,7
410,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,9,7
411,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,10,7
412,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,11,7
413,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,12,7
414,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,13,7
415,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,14,7
416,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,15,7
417,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,16,7
418,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,17,7
419,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,18,7
420,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,19,7
421,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,20,7
422,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,21,7
423,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,22,7
424,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,23,7
425,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,24,7
426,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,25,7
427,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,26,7
428,Surface/Volume,2005,Surface/Volume,Surface/Volume,green,67,0,27,7
429,Surface/Volume,2010,Surface/Volume,Line,red,67,0,28,7
430,Surface/Volume,2010,Surface/Volume,Area,red,67,0,29,7
431,Surface/Volume,2010,Surface/Volume,Area,red,67,0,30,7
432,Surface/Volume,2010,Surface/Volume,Area,red,67,0,31,7
433,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,32,7
434,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,33,7
435,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,34,7
436,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,35,7
437,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,36,7
438,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,37,7
439,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,38,7
440,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,39,7
441,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,40,7
442,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,41,7
443,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,42,7
444,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,43,7
445,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,44,7
446,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,45,7
447,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,46,7
448,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,47,7
449,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,48,7
450,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,49,7
451,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,50,7
452,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,51,7
453,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,52,7
454,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,53,7
455,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,54,7
456,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,55,7
457,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,56,7
458,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,57,7
459,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,58,7
460,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,59,7
461,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,60,7
462,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,61,7
463,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,62,7
464,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,63,7
465,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,64,7
466,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,65,7
467,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,66,7
468,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,67,7
469,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,1,8
470,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,2,8
471,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,3,8
472,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,4,8
473,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,5,8
474,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,6,8
475,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,7,8
476,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,8,8
477,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,9,8
478,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,10,8
479,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,11,8
480,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,12,8
481,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,13,8
482,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,14,8
483,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,15,8
484,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,16,8
485,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,17,8
486,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,18,8
487,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,19,8
488,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,20,8
489,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,21,8
490,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,22,8
491,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,23,8
492,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,24,8
493,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,25,8
494,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,26,8
495,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,27,8
496,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,28,8
497,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,29,8
498,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,30,8
499,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,31,8
500,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,32,8
501,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,33,8
502,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,34,8
503,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,35,8
504,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,36,8
505,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,37,8
506,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,38,8
507,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,39,8
508,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,40,8
509,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,41,8
510,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,42,8
511,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,43,8
512,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,44,8
513,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,45,8
514,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,46,8
515,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,47,8
516,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,48,8
517,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,49,8
518,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,50,8
519,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,51,8
520,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,52,8
521,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,53,8
522,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,54,8
523,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,55,8
524,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,56,8
525,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,57,8
526,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,58,8
527,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,59,8
528,Surface/Volume,2010,Surface/Volume,Surface/Volume,green,67,0,60,8
529,Surface/Volume,2015,Surface/Volume,Glyph,red,67,0,61,8
530,Surface/Volume,2015,Surface/Volume,Area,red,67,0,62,8
531,Surface/Volume,2015,Surface/Volume,Pattern,red,67,0,63,8
532,Surface/Volume,2015,Surface/Volume,Area,red,67,0,64,8
533,Surface/Volume,2015,Surface/Volume,Node-link,red,67,0,65,8
534,Surface/Volume,2015,Surface/Volume,Grid,red,67,0,66,8
535,Surface/Volume,2015,Surface/Volume,Line,red,67,0,67,8
536,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,1,9
537,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,2,9
538,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,3,9
539,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,4,9
540,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,5,9
541,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,6,9
542,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,7,9
543,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,8,9
544,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,9,9
545,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,10,9
546,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,11,9
547,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,12,9
548,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,13,9
549,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,14,9
550,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,15,9
551,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,16,9
552,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,17,9
553,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,18,9
554,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,19,9
555,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,20,9
556,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,21,9
557,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,22,9
558,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,23,9
559,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,24,9
560,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,25,9
561,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,26,9
562,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,27,9
563,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,28,9
564,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,29,9
565,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,30,9
566,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,31,9
567,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,32,9
568,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,33,9
569,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,34,9
570,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,35,9
571,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,36,9
572,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,37,9
573,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,38,9
574,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,39,9
575,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,40,9
576,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,41,9
577,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,42,9
578,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,43,9
579,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,44,9
580,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,45,9
581,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,46,9
582,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,47,9
583,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,48,9
584,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,49,9
585,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,50,9
586,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,51,9
587,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,52,9
588,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,53,9
589,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,54,9
590,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,55,9
591,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,56,9
592,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,57,9
593,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,58,9
594,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,59,9
595,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,60,9
596,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,61,9
597,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,62,9
598,Surface/Volume,2015,Surface/Volume,Surface/Volume,green,67,0,63,9
599,Surface/Volume,2020,Surface/Volume,Pattern,red,67,0,64,9
600,Surface/Volume,2020,Surface/Volume,Line,red,67,0,65,9
601,Surface/Volume,2020,Surface/Volume,Node-link,red,67,0,66,9
602,Surface/Volume,2020,Surface/Volume,Grid,red,67,0,67,9
603,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,1,10
604,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,2,10
605,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,3,10
606,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,4,10
607,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,5,10
608,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,6,10
609,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,7,10
610,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,8,10
611,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,9,10
612,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,10,10
613,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,11,10
614,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,12,10
615,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,13,10
616,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,14,10
617,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,15,10
618,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,16,10
619,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,17,10
620,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,18,10
621,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,19,10
622,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,20,10
623,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,21,10
624,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,22,10
625,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,23,10
626,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,24,10
627,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,25,10
628,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,26,10
629,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,27,10
630,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,28,10
631,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,29,10
632,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,30,10
633,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,31,10
634,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,32,10
635,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,33,10
636,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,34,10
637,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,35,10
638,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,36,10
639,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,37,10
640,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,38,10
641,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,39,10
642,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,40,10
643,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,41,10
644,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,42,10
645,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,43,10
646,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,44,10
647,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,45,10
648,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,46,10
649,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,47,10
650,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,48,10
651,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,49,10
652,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,50,10
653,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,51,10
654,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,52,10
655,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,53,10
656,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,54,10
657,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,55,10
658,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,56,10
659,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,57,10
660,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,58,10
661,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,59,10
662,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,60,10
663,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,61,10
664,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,62,10
665,Surface/Volume,2020,Surface/Volume,Surface/Volume,green,67,0,63,10
666,Line,1990,Line,Point,red,25,67,68,1
667,Line,1990,Line,Line,green,25,67,69,1
668,Line,1990,Line,Line,green,25,67,70,1
669,Line,1990,Line,Line,green,25,67,71,1
670,Line,1990,Line,Line,green,25,67,72,1
671,Line,1990,Line,Line,green,25,67,73,1
672,Line,1990,Line,Line,green,25,67,74,1
673,Line,1990,Line,Line,green,25,67,75,1
674,Line,1990,Line,Line,green,25,67,76,1
675,Line,1990,Line,Line,green,25,67,77,1
676,Line,1990,Line,Line,green,25,67,78,1
677,Line,1990,Line,Line,green,25,67,79,1
678,Line,1990,Line,Line,green,25,67,80,1
679,Line,1990,Line,Line,green,25,67,81,1
680,Line,1990,Line,Line,green,25,67,82,1
681,Line,1990,Line,Line,green,25,67,83,1
682,Line,1990,Line,Line,green,25,67,84,1
683,Line,1990,Line,Line,green,25,67,85,1
684,Line,1990,Line,Line,green,25,67,86,1
685,Line,1990,Line,Line,green,25,67,87,1
686,Line,1990,Line,Line,green,25,67,88,1
687,Line,1990,Line,Line,green,25,67,89,1
688,Line,1990,Line,Line,green,25,67,90,1
689,Line,1990,Line,Line,green,25,67,91,1
690,Line,1990,Line,Line,green,25,67,92,1
691,Line,1995,Line,Bar,red,25,67,68,2
692,Line,1995,Line,Pattern,red,25,67,69,2
693,Line,1995,Line,Point,red,25,67,70,2
694,Line,1995,Line,Line,green,25,67,71,2
695,Line,1995,Line,Line,green,25,67,72,2
696,Line,1995,Line,Line,green,25,67,73,2
697,Line,1995,Line,Line,green,25,67,74,2
698,Line,1995,Line,Line,green,25,67,75,2
699,Line,1995,Line,Line,green,25,67,76,2
700,Line,1995,Line,Line,green,25,67,77,2
701,Line,1995,Line,Line,green,25,67,78,2
702,Line,1995,Line,Line,green,25,67,79,2
703,Line,1995,Line,Line,green,25,67,80,2
704,Line,1995,Line,Line,green,25,67,81,2
705,Line,1995,Line,Line,green,25,67,82,2
706,Line,1995,Line,Line,green,25,67,83,2
707,Line,1995,Line,Line,green,25,67,84,2
708,Line,1995,Line,Line,green,25,67,85,2
709,Line,1995,Line,Line,green,25,67,86,2
710,Line,1995,Line,Line,green,25,67,87,2
711,Line,1995,Line,Line,green,25,67,88,2
712,Line,1995,Line,Line,green,25,67,89,2
713,Line,1995,Line,Line,green,25,67,90,2
714,Line,1995,Line,Line,green,25,67,91,2
715,Line,1995,Line,Line,green,25,67,92,2
716,Line,1995,Line,Line,green,25,67,68,3
717,Line,1995,Line,Line,green,25,67,69,3
718,Line,1995,Line,Line,green,25,67,70,3
719,Line,1995,Line,Line,green,25,67,71,3
720,Line,1995,Line,Line,green,25,67,72,3
721,Line,1995,Line,Line,green,25,67,73,3
722,Line,1995,Line,Line,green,25,67,74,3
723,Line,1995,Line,Line,green,25,67,75,3
724,Line,1995,Line,Line,green,25,67,76,3
725,Line,1995,Line,Line,green,25,67,77,3
726,Line,1995,Line,Line,green,25,67,78,3
727,Line,1995,Line,Line,green,25,67,79,3
728,Line,1995,Line,Line,green,25,67,80,3
729,Line,1995,Line,Line,green,25,67,81,3
730,Line,2000,Line,Node-link,red,25,67,82,3
731,Line,2000,Line,Line,green,25,67,83,3
732,Line,2000,Line,Line,green,25,67,84,3
733,Line,2000,Line,Line,green,25,67,85,3
734,Line,2000,Line,Line,green,25,67,86,3
735,Line,2000,Line,Line,green,25,67,87,3
736,Line,2000,Line,Line,green,25,67,88,3
737,Line,2000,Line,Line,green,25,67,89,3
738,Line,2000,Line,Line,green,25,67,90,3
739,Line,2000,Line,Line,green,25,67,91,3
740,Line,2000,Line,Line,green,25,67,92,3
741,Line,2000,Line,Line,green,25,67,68,4
742,Line,2000,Line,Line,green,25,67,69,4
743,Line,2000,Line,Line,green,25,67,70,4
744,Line,2000,Line,Line,green,25,67,71,4
745,Line,2000,Line,Line,green,25,67,72,4
746,Line,2000,Line,Line,green,25,67,73,4
747,Line,2000,Line,Line,green,25,67,74,4
748,Line,2000,Line,Line,green,25,67,75,4
749,Line,2000,Line,Line,green,25,67,76,4
750,Line,2000,Line,Line,green,25,67,77,4
